name	x	y	z
Fp1	106.59	27.79	62.86
AFp1	102.32	17.72	78.53
AFz	92.08	0.31	95.47
AF3	89.16	31.73	84.08
AF7	90.46	53.34	51.65
AFF5h	77.19	50.19	74.99
AFF1h	74.58	20.28	102.23
F1	55.47	30.54	108.4
F3	55.13	48.53	95.03
F5	61.16	63.52	72.57
F7	69.8	72.23	41.39
F9	68.07	73.59	1.53
FFT9h	58.47	76.7	23.6
FFT7h	53.98	76.26	56.98
FFC5h	43.99	64.13	86.82
FFC3h	41.65	47.93	103.31
FFC1h	38.03	21.2	121.44
FCz	19.46	5.7	131.54
FC1	19.49	39.01	121.4
FC3	28.06	62.09	98.4
FC5	29.65	77.37	68.26
FT7	34.19	81.83	36.83
FT9	48.4	81.85	2.34
FTT9h	27.16	85.74	21.18
FTT7h	18.96	83.17	51.31
FCC5h	9.93	75.47	83.7
FCC3h	5.58	56.54	114.17
FCC1h	2.08	27.11	130.97
C1	-16.26	41.31	127.74
C3	-6.85	70.88	97.47
C5	-4.97	83.14	64.33
T7	6.85	88.26	30.42
TTP7h	-16.78	87.51	42.04
CCP5h	-24.52	79.17	75.57
CCP3h	-31.16	62.43	110.1
CCP1h	-39.03	32.79	127.74
CP1	-54.53	45.85	115.71
CP3	-43.79	70.5	89.57
CP5	-34.92	81.75	57.53
TP7	-29.56	84.55	24.75
TPP9h	-41.28	83.43	13.15
TPP7h	-45.95	82.7	40.55
CPP5h	-54.27	72.87	70.89
CPP3h	-63.77	59.59	94.82
CPP1h	-73.97	32.75	108.48
P1	-84.04	41.22	91.32
P3	-73.14	65.41	72.8
P5	-65.85	75.28	50.71
P7	-53.88	80.99	23.23
PPO5h	-81.97	67.17	50.57
PPO1h	-98.35	34.06	75
POz	-110.16	18.96	58.78
PO3	-102.04	48.96	51.61
PO7	-82.77	65.79	18.6
PPO9h	-74.75	70.93	4.38
POO9h	-95.31	58.33	7.39
O1	-106.39	39.87	22.6
POO1	-110.18	30.41	40.5
OI1h	-108.82	28.11	1.18
Iz	-103.99	15.56	-14.68
Cz	-24.04	2.32	136.26
C2	-23.46	-29.61	129.24
C4	-20.44	-60.95	101.61
C6	-16.55	-76.27	71.18
T8	-6.3	-83.26	37.38
FTT10h	14.1	-85.19	24.59
FTT8h	2.95	-83.08	53.13
FCC6h	-1.73	-71.38	87.63
FCC4h	-3.86	-48.57	116.52
FCC2h	-4.49	-14.14	134.73
FC2	17.45	-32.6	124.67
FC4	13.18	-61.35	100.77
FC6	16.88	-79.74	69.22
FT8	21.95	-84.41	42.75
FT10	30.92	-82.41	11.86
FFT10h	37.71	-84.24	25.76
FFT8h	35.2	-81.93	57.02
FFC6h	33.05	-70.56	83.1
FFC4h	32.98	-43.75	111.11
FFC2h	36.54	-15.1	125.06
Fz	53.79	-1.38	117.04
F2	52.49	-27.17	112.8
F4	50.6	-54.91	94.65
F6	51.67	-71.1	70.64
F8	51.48	-80.49	44.42
F10	52.04	-80.2	5.17
AFF6h	70.64	-61.05	75.21
AFF2h	69.95	-23.54	107.05
AF4	84.86	-41.33	89.03
AF8	81.84	-64.91	52.78
FP2	104.99	-40.4	60.98
AFp2	101.65	-28.21	78.98
Oz	-113.27	14.46	19.64
